order_id,order_date,region,product_category,sales_channel,unit_price,quantity,discount_pct,revenue,customer_email,customer_satisfaction
ORD-100622,2023-05-01,Middle East,Electronics,Online,23.21,1,20,21.86,customer622@example.com,4.6
ORD-100531,2023-05-01,Latin America,Home & Garden,Online,64.31,8,0,605.68,customer531@example.com,4.8
ORD-100167,2023-05-02,Middle East,Home & Garden,Marketplace,64.04,12,0,904.03,customer167@example.com,4.0
ORD-100186,2023-05-02,Asia Pacific,Electronics,Marketplace,158.57,5,0,932.65,customer186@example.com,4.2
ORD-100466,2023-05-02,Asia Pacific,Toys,Retail Store,67.16,7,20,442.42,customer466@example.com,4.2
ORD-101077,2023-05-02,Latin America,Groceries,Marketplace,72.71,4,0,342.12,customer1077@example.com,5.0
ORD-100702,2023-05-03,North America,Electronics,Retail Store,68.44,14,5,1069.92,customer702@example.com,4.1
ORD-100684,2023-05-04,Latin America,Electronics,Marketplace,100.27,10,15,1000.9,customer684@example.com,4.8
ORD-100261,2023-05-05,Latin America,Sports,Wholesale,19.21,2,0,45.08,customer261@example.com,5.0
ORD-101192,2023-05-05,Europe,Sports,Retail Store,234.17,7,15,1634.89,customer1192@example.com,4.5
ORD-101432,2023-05-05,Latin America,Toys,Marketplace,44.23,10,0,518.94,customer1432@example.com,2.6
ORD-100703,2023-05-06,Europe,Electronics,Marketplace,36.8,8,15,293.38,customer703@example.com,4.8
ORD-101031,2023-05-07,Europe,Electronics,Wholesale,47.67,11,15,522.0,customer1031@example.com,4.1
ORD-100907,2023-05-07,Middle East,Sports,Online,97.04,9,15,869.38,customer907@example.com,4.6
ORD-100410,2023-05-08,North America,Home & Garden,Retail Store,64.42,2,5,143.2,customer410@example.com,4.6
ORD-100258,2023-05-08,Latin America,Electronics,Marketplace,47.83,11,20,492.5,customer258@example.com,4.1
ORD-100543,2023-05-08,Europe,Home & Garden,Marketplace,112.87,4,0,528.21,customer543@example.com,5.0
ORD-100760,2023-05-09,Middle East,Sports,Wholesale,109.87,12,20,1232.77,customer760@example.com,3.1
ORD-100660,2023-05-10,Europe,Apparel,Marketplace,56.95,10,10,598.42,customer660@example.com,4.7
ORD-101404,2023-05-10,Middle East,Sports,Retail Store,171.46,10,0,2001.89,customer1404@example.com,4.5
ORD-101173,2023-05-10,Middle East,Sports,Marketplace,48.17,5,10,253.09,customer1173@example.com,4.4
ORD-100229,2023-05-10,North America,Electronics,Retail Store,22.86,2,0,53.37,customer229@example.com,4.7
ORD-100391,2023-05-11,North America,Groceries,Marketplace,83.13,12,10,1047.05,customer391@example.com,3.5
ORD-100250,2023-05-12,Latin America,Sports,Marketplace,46.1,1,0,53.71,customer250@example.com,4.2
ORD-100348,2023-05-12,Asia Pacific,Home & Garden,Wholesale,34.81,14,15,482.54,customer348@example.com,4.6
ORD-100563,2023-05-13,Latin America,Apparel,Marketplace,113.2,3,5,375.42,customer563@example.com,4.6
ORD-101105,2023-05-13,North America,Electronics,Retail Store,73.14,3,20,204.26,customer1105@example.com,3.7
ORD-100468,2023-05-13,Europe,Apparel,Retail Store,60.6,1,15,59.94,customer468@example.com,3.9
ORD-100634,2023-05-14,Asia Pacific,Home & Garden,Retail Store,71.14,9,0,744.15,customer634@example.com,4.8
ORD-100911,2023-05-14,Europe,Apparel,Wholesale,93.36,10,20,868.03,customer911@example.com,4.6
ORD-100022,2023-05-14,Europe,Groceries,Online,90.86,4,15,359.04,customer22@example.com,3.6
ORD-101431,2023-05-16,Middle East,Toys,Marketplace,58.87,10,0,682.55,customer1431@example.com,4.6
ORD-101344,2023-05-17,Middle East,Electronics,Online,146.64,10,15,1443.24,customer1344@example.com,5.0
ORD-101325,2023-05-17,Latin America,Toys,Marketplace,115.44,6,10,721.78,customer1325@example.com,4.1
ORD-100252,2023-05-18,Europe,Home & Garden,Wholesale,28.87,9,0,300.46,customer252@example.com,3.6
ORD-100071,2023-05-19,Middle East,Electronics,Online,41.88,6,0,290.2,customer71@example.com,3.7
ORD-101177,2023-05-20,Europe,Sports,Wholesale,37.88,12,0,524.2,customer1177@example.com,5.0
ORD-100887,2023-05-21,Middle East,Sports,Online,144.63,4,0,666.21,customer887@example.com,3.5
ORD-100522,2023-05-21,Asia Pacific,Groceries,Retail Store,179.28,10,0,2064.55,customer522@example.com,3.8
ORD-101112,2023-05-21,Europe,Toys,Marketplace,44.86,10,0,516.63,customer1112@example.com,3.8
ORD-101114,2023-05-22,Asia Pacific,Sports,Retail Store,62.07,11,0,785.07,customer1114@example.com,4.2
ORD-100542,2023-05-23,Middle East,Groceries,Wholesale,110.8,5,20,508.87,customer542@example.com,3.1
ORD-100051,2023-05-23,Europe,Electronics,Wholesale,27.86,7,5,212.74,customer51@example.com,
ORD-100992,2023-05-24,Europe,Toys,Online,60.25,13,15,763.23,customer992@example.com,3.8
ORD-100397,2023-05-24,Asia Pacific,Groceries,Online,88.95,2,0,203.97,customer397@example.com,4.9
ORD-100837,2023-05-25,Latin America,Apparel,Wholesale,19.91,4,0,91.16,customer837@example.com,3.9
ORD-100101,2023-05-26,Asia Pacific,Sports,Online,63.28,13,0,940.24,customer101@example.com,3.6
ORD-100425,2023-05-26,Europe,Toys,Marketplace,50.8,5,0,290.32,customer425@example.com,4.6
ORD-101084,2023-05-27,Europe,Home & Garden,Retail Store,83.93,8,5,727.91,customer1084@example.com,4.6
ORD-100223,2023-05-28,Asia Pacific,Toys,Retail Store,32.27,9,0,330.92,customer223@example.com,2.7
ORD-100663,2023-05-28,Middle East,Electronics,Online,55.51,8,0,505.96,customer663@example.com,4.8
ORD-100652,2023-05-28,Middle East,Electronics,Online,28.87,13,20,342.02,customer652@example.com,3.9
ORD-100871,2023-05-28,North America,Electronics,Wholesale,65.56,10,0,746.9,customer871@example.com,4.5
ORD-100338,2023-05-28,Latin America,Home & Garden,Retail Store,114.36,8,15,885.95,customer338@example.com,
ORD-101363,2023-05-28,Middle East,Home & Garden,Online,135.73,8,15,1051.55,customer1363@example.com,5.0
ORD-100008,2023-05-28,North America,Electronics,Wholesale,120.44,8,20,878.15,customer8@example.com,4.0
ORD-101473,2023-06-01,North America,Home & Garden,Retail Store,38.92,10,15,374.33,customer1473@example.com,4.1
ORD-100734,2023-06-02,Middle East,Electronics,Marketplace,43.45,4,10,176.68,customer734@example.com,4.6
ORD-101071,2023-06-02,Europe,Toys,Retail Store,26.66,1,20,24.09,customer1071@example.com,4.2
ORD-100141,2023-06-06,Latin America,Groceries,Wholesale,112.6,6,10,681.93,customer141@example.com,4.6
ORD-101394,2023-06-07,Latin America,Toys,Wholesale,58.83,3,10,177.82,customer1394@example.com,4.0
ORD-100963,2023-06-08,North America,Sports,Retail Store,97.97,8,0,875.67,customer963@example.com,3.8
ORD-100902,2023-06-09,North America,Electronics,Wholesale,125.1,6,0,837.04,customer902@example.com,3.2
ORD-101354,2023-06-10,Asia Pacific,Electronics,Wholesale,100.4,8,10,804.59,customer1354@example.com,5.0
ORD-101256,2023-06-12,Latin America,Home & Garden,Retail Store,94.22,1,20,83.57,customer1256@example.com,4.7
ORD-100362,2023-06-13,Middle East,Home & Garden,Online,65.94,4,15,248.06,customer362@example.com,5.0
ORD-100975,2023-06-14,Europe,Sports,Marketplace,153.59,14,10,2136.93,customer975@example.com,3.6
ORD-100077,2023-06-15,Latin America,Toys,Retail Store,71.03,10,0,782.75,customer77@example.com,
ORD-100031,2023-06-15,Middle East,Sports,Online,214.24,2,20,377.73,customer31@example.com,5.0
ORD-100566,2023-06-16,Latin America,Toys,Marketplace,27.05,12,10,321.32,customer566@example.com,5.0
ORD-100411,2023-06-17,Asia Pacific,Groceries,Retail Store,79.16,11,15,812.21,customer411@example.com,
ORD-100325,2023-06-18,North America,Sports,Marketplace,81.25,7,0,622.82,customer325@example.com,3.4
ORD-101478,2023-06-18,Latin America,Toys,Marketplace,75.92,11,5,868.79,customer1478@example.com,4.1
ORD-100485,2023-06-19,Asia Pacific,Home & Garden,Wholesale,86.0,8,0,751.89,customer485@example.com,3.7
ORD-100625,2023-06-19,Middle East,Groceries,Marketplace,94.03,13,20,1068.67,customer625@example.com,4.4
ORD-101111,2023-06-19,North America,Apparel,Marketplace,38.82,11,0,466.6,customer1111@example.com,4.5
ORD-101290,2023-06-20,Middle East,Home & Garden,Online,58.17,11,10,627.97,customer1290@example.com,5.0
ORD-100147,2023-06-20,Middle East,Home & Garden,Wholesale,55.74,8,0,486.29,customer147@example.com,4.3
ORD-100636,2023-06-21,Europe,Sports,Online,43.05,8,0,374.79,customer636@example.com,3.8
ORD-101385,2023-06-21,Middle East,Home & Garden,Wholesale,93.57,10,15,865.5,customer1385@example.com,4.5
ORD-101287,2023-06-21,Europe,Sports,Online,59.06,2,0,128.55,customer1287@example.com,4.7
ORD-100326,2023-06-22,Asia Pacific,Toys,Online,180.39,12,10,2115.45,customer326@example.com,5.0
ORD-100718,2023-06-22,Middle East,Home & Garden,Wholesale,65.57,2,20,113.92,customer718@example.com,5.0
ORD-100565,2023-06-22,Latin America,Apparel,Retail Store,46.66,8,0,405.32,customer565@example.com,4.7
ORD-100509,2023-06-22,Asia Pacific,Home & Garden,Online,109.69,10,0,1191.11,customer509@example.com,4.3
ORD-101307,2023-06-23,Middle East,Sports,Wholesale,88.58,7,0,671.8,customer1307@example.com,5.0
ORD-101264,2023-06-24,Latin America,Apparel,Online,119.75,6,20,621.46,customer1264@example.com,5.0
ORD-101046,2023-06-24,Asia Pacific,Apparel,Marketplace,30.95,11,15,312.83,customer1046@example.com,4.0
ORD-100188,2023-06-24,North America,Toys,Wholesale,102.26,6,0,663.37,customer188@example.com,4.2
ORD-100096,2023-06-24,Middle East,Toys,Marketplace,176.74,7,0,1337.59,customer96@example.com,4.4
ORD-100853,2023-06-24,Middle East,Groceries,Marketplace,64.0,14,20,774.92,customer853@example.com,4.4
ORD-100592,2023-06-25,North America,Home & Garden,Wholesale,117.09,9,0,1136.85,customer592@example.com,4.5
ORD-100383,2023-06-25,Latin America,Sports,Wholesale,27.37,6,20,141.75,customer383@example.com,3.0
ORD-100831,2023-06-25,North America,Sports,Online,40.12,4,0,173.13,customer831@example.com,4.4
ORD-101250,2023-06-26,Latin America,Home & Garden,Retail Store,135.04,13,0,1889.61,customer1250@example.com,4.7
ORD-101401,2023-06-26,Asia Pacific,Sports,Wholesale,106.41,5,15,486.79,customer1401@example.com,4.6
ORD-101123,2023-06-27,Middle East,Home & Garden,Online,55.86,9,0,539.94,customer1123@example.com,4.8
ORD-101106,2023-06-28,North America,Apparel,Wholesale,174.19,7,15,1110.7,customer1106@example.com,4.9
ORD-100314,2023-06-28,Latin America,Apparel,Online,98.75,4,0,423.31,customer314@example.com,4.6
ORD-100856,2023-06-28,Middle East,Home & Garden,Retail Store,112.02,2,5,228.09,customer856@example.com,4.2
ORD-100988,2023-06-29,Middle East,Groceries,Online,25.37,12,15,276.68,customer988@example.com,3.7
ORD-100830,2023-06-29,North America,Groceries,Retail Store,146.98,13,15,1736.6,customer830@example.com,4.5
ORD-101012,2023-06-29,Latin America,Sports,Online,50.47,8,0,431.71,customer1012@example.com,4.4
ORD-101453,2023-06-29,Middle East,Sports,Wholesale,89.28,5,0,477.29,customer1453@example.com,4.6
ORD-100118,2023-06-29,Latin America,Groceries,Marketplace,194.87,4,10,750.1,customer118@example.com,3.8
ORD-100507,2023-06-30,Asia Pacific,Toys,Retail Store,44.54,9,10,384.89,customer507@example.com,3.8
ORD-100924,2023-07-01,Middle East,Home & Garden,Online,174.33,6,0,1113.38,customer924@example.com,
ORD-100567,2023-07-02,Latin America,Groceries,Retail Store,14.81,7,10,99.08,customer567@example.com,4.1
ORD-100482,2023-07-02,Asia Pacific,Groceries,Wholesale,49.3,13,10,612.54,customer482@example.com,4.2
ORD-101412,2023-07-02,Latin America,Home & Garden,Retail Store,244.0,4,15,881.05,customer1412@example.com,4.8
ORD-100616,2023-07-02,Latin America,Electronics,Online,83.53,5,20,354.84,customer616@example.com,
ORD-100695,2023-07-04,North America,Groceries,Retail Store,85.37,11,0,992.75,customer695@example.com,5.0
ORD-100918,2023-07-05,Latin America,Groceries,Marketplace,109.37,5,15,490.32,customer918@example.com,4.0
ORD-100918,2023-07-05,Latin America,Groceries,Marketplace,109.37,5,15,490.32,customer918@example.com,4.0
ORD-101306,2023-07-05,Middle East,Electronics,Wholesale,73.23,1,0,77.24,customer1306@example.com,3.6
ORD-100345,2023-07-06,North America,Electronics,Retail Store,73.12,4,10,277.04,customer345@example.com,4.2
ORD-101424,2023-07-06,Middle East,Toys,Online,179.85,13,0,2460.53,customer1424@example.com,3.3
ORD-100932,2023-07-07,Middle East,Electronics,Online,132.18,1,5,131.85,customer932@example.com,5.0
ORD-101178,2023-07-09,Asia Pacific,Electronics,Wholesale,156.19,2,0,326.51,customer1178@example.com,4.7
ORD-100210,2023-07-10,Latin America,Groceries,Marketplace,53.73,12,20,537.86,customer210@example.com,4.0
ORD-101296,2023-07-11,Latin America,Apparel,Retail Store,81.26,3,0,253.64,customer1296@example.com,3.7
ORD-100379,2023-07-11,Europe,Electronics,Online,70.5,8,10,528.12,customer379@example.com,4.7
ORD-100208,2023-07-12,Latin America,Groceries,Marketplace,47.37,13,0,639.18,customer208@example.com,
ORD-101458,2023-07-12,North America,Home & Garden,Online,13.38,10,0,138.93,customer1458@example.com,5.0
ORD-100617,2023-07-14,Asia Pacific,Electronics,Marketplace,100.22,7,0,724.87,customer617@example.com,4.7
ORD-100291,2023-07-14,Latin America,Sports,Online,55.28,14,10,719.73,customer291@example.com,4.7
ORD-101428,2023-07-14,Europe,Toys,Wholesale,78.76,6,20,390.63,customer1428@example.com,4.3
ORD-100205,2023-07-14,Middle East,Toys,Wholesale,73.61,3,0,228.17,customer205@example.com,3.8
ORD-101260,2023-07-14,North America,Apparel,Retail Store,54.02,14,5,742.41,customer1260@example.com,3.9
ORD-100508,2023-07-16,North America,Sports,Online,46.52,5,0,239.21,customer508@example.com,3.7
ORD-101010,2023-07-16,Middle East,Electronics,Retail Store,63.56,7,20,366.11,customer1010@example.com,
ORD-101122,2023-07-16,Europe,Groceries,Marketplace,279.02,13,0,3730.8,customer1122@example.com,4.7
ORD-100889,2023-07-17,Middle East,Sports,Wholesale,85.12,14,20,978.27,customer889@example.com,
ORD-100743,2023-07-17,North America,Groceries,Online,69.67,3,0,214.48,customer743@example.com,4.1
ORD-100778,2023-07-17,Latin America,Toys,Wholesale,124.1,6,15,649.46,customer778@example.com,5.0
ORD-100215,2023-07-18,Asia Pacific,Home & Garden,Marketplace,180.32,14,5,2455.5,customer215@example.com,4.5
ORD-100504,2023-07-20,Latin America,Groceries,Wholesale,39.13,4,10,143.58,customer504@example.com,4.1
ORD-101321,2023-07-20,North America,Home & Garden,Wholesale,35.04,2,15,60.71,customer1321@example.com,3.3
ORD-101490,2023-07-20,North America,Groceries,Retail Store,187.45,3,0,573.15,customer1490@example.com,4.1
ORD-100142,2023-07-21,Europe,Groceries,Marketplace,118.84,3,0,362.54,customer142@example.com,4.4
ORD-100280,2023-07-21,North America,Home & Garden,Marketplace,70.47,1,20,57.33,customer280@example.com,4.4
ORD-101191,2023-07-22,Middle East,Home & Garden,Marketplace,143.23,5,10,653.94,customer1191@example.com,4.0
ORD-100038,2023-07-22,Latin America,Apparel,Online,137.44,1,15,118.53,customer38@example.com,
ORD-100949,2023-07-22,Europe,Sports,Retail Store,13.84,12,0,168.54,customer949@example.com,
ORD-100110,2023-07-22,North America,Toys,Wholesale,87.75,8,15,605.43,customer110@example.com,4.5
ORD-100412,2023-07-23,Middle East,Toys,Marketplace,28.25,7,5,190.18,customer412@example.com,4.2
ORD-101027,2023-07-24,Asia Pacific,Apparel,Online,13.61,5,0,68.72,customer1027@example.com,4.9
ORD-100398,2023-07-24,Asia Pacific,Groceries,Retail Store,27.79,10,20,224.58,customer398@example.com,3.2
ORD-100313,2023-07-25,North America,Toys,Wholesale,91.58,11,0,1015.29,customer313@example.com,4.3
ORD-100151,2023-07-25,Europe,Toys,Wholesale,71.43,7,0,503.9,customer151@example.com,4.5
ORD-101409,2023-07-26,Europe,Sports,Online,69.37,11,0,767.32,customer1409@example.com,3.2
ORD-100572,2023-07-26,Europe,Sports,Marketplace,86.41,9,10,703.83,customer572@example.com,3.3
ORD-101381,2023-07-27,Middle East,Sports,Retail Store,72.32,8,0,580.49,customer1381@example.com,3.9
ORD-100813,2023-07-27,North America,Groceries,Wholesale,58.51,5,0,293.52,customer813@example.com,3.7
ORD-101208,2023-07-27,Asia Pacific,Home & Garden,Wholesale,113.92,4,15,388.64,customer1208@example.com,4.1
ORD-100533,2023-07-27,North America,Home & Garden,Marketplace,97.22,5,5,463.37,customer533@example.com,4.6
ORD-100298,2023-07-27,Middle East,Apparel,Retail Store,19.15,12,0,230.54,customer298@example.com,5.0
ORD-100449,2023-07-29,North America,Home & Garden,Retail Store,135.66,13,5,1673.68,customer449@example.com,4.2
ORD-100659,2023-07-30,Asia Pacific,Toys,Wholesale,86.77,5,20,345.99,customer659@example.com,3.3
ORD-100095,2023-07-30,Europe,Electronics,Retail Store,136.76,10,0,1363.26,customer95@example.com,4.2
ORD-100480,2023-07-30,Latin America,Groceries,Marketplace,284.84,7,0,1987.55,customer480@example.com,3.1
ORD-101229,2023-07-30,Latin America,Sports,Online,31.5,1,0,31.4,customer1229@example.com,4.7
ORD-100840,2023-07-30,Middle East,Apparel,Marketplace,32.7,14,15,387.84,customer840@example.com,5.0
ORD-100854,2023-07-30,North America,Apparel,Wholesale,41.56,7,0,290.02,customer854@example.com,4.2
ORD-100494,2023-07-31,Latin America,Groceries,Wholesale,76.84,11,5,798.66,customer494@example.com,5.0
ORD-101482,2023-07-31,Latin America,Groceries,Marketplace,114.48,8,0,911.0,customer1482@example.com,4.1
ORD-100341,2023-08-01,North America,Home & Garden,Online,265.82,8,5,2005.23,customer341@example.com,3.3
ORD-101113,2023-08-02,Middle East,Sports,Wholesale,67.14,12,10,718.2,customer1113@example.com,3.5
ORD-100153,2023-08-03,Europe,Groceries,Marketplace,49.02,4,0,193.82,customer153@example.com,3.7
ORD-101450,2023-08-03,Asia Pacific,Electronics,Retail Store,227.56,13,15,2485.4,customer1450@example.com,3.9
ORD-100795,2023-08-04,Latin America,Sports,Retail Store,122.98,12,15,1237.31,customer795@example.com,3.5
ORD-100270,2023-08-04,Latin America,Home & Garden,Online,112.03,14,15,1315.01,customer270@example.com,3.9
ORD-100637,2023-08-05,Asia Pacific,Home & Garden,Wholesale,99.43,13,0,1272.35,customer637@example.com,4.5
ORD-100418,2023-08-05,Latin America,Sports,Marketplace,25.42,7,0,175.13,customer418@example.com,4.7
ORD-101337,2023-08-05,North America,Groceries,Online,223.17,13,0,2855.78,customer1337@example.com,2.5
ORD-101238,2023-08-06,North America,Electronics,Wholesale,21.27,3,15,53.28,customer1238@example.com,4.1
ORD-101315,2023-08-07,North America,Apparel,Wholesale,67.94,7,0,466.26,customer1315@example.com,3.9
ORD-101402,2023-08-07,Asia Pacific,Apparel,Marketplace,116.02,8,20,727.95,customer1402@example.com,
ORD-101399,2023-08-07,Middle East,Sports,Marketplace,131.9,7,10,814.62,customer1399@example.com,4.0
ORD-100970,2023-08-07,Asia Pacific,Electronics,Wholesale,54.51,4,20,171.0,customer970@example.com,4.2
ORD-100262,2023-08-07,North America,Sports,Marketplace,184.67,9,15,1384.99,customer262@example.com,4.4
ORD-100352,2023-08-07,Latin America,Toys,Wholesale,17.86,13,0,227.55,customer352@example.com,4.3
ORD-100441,2023-08-08,Middle East,Toys,Retail Store,74.1,2,0,145.0,customer441@example.com,4.7
ORD-100927,2023-08-08,Middle East,Electronics,Marketplace,62.03,5,5,288.26,customer927@example.com,4.1
ORD-101475,2023-08-09,North America,Sports,Marketplace,107.49,12,15,1070.58,customer1475@example.com,5.0
ORD-100801,2023-08-09,Latin America,Groceries,Retail Store,79.72,11,10,770.67,customer801@example.com,5.0
ORD-100306,2023-08-09,Europe,Sports,Wholesale,61.22,12,10,645.66,customer306@example.com,
ORD-100189,2023-08-09,Middle East,Sports,Online,114.79,7,15,666.95,customer189@example.com,3.3
ORD-101366,2023-08-09,Latin America,Electronics,Wholesale,76.4,14,20,835.51,customer1366@example.com,2.9
ORD-100135,2023-08-10,Latin America,Sports,Wholesale,66.16,7,20,361.07,customer135@example.com,3.7
ORD-101154,2023-08-11,Latin America,Apparel,Wholesale,80.87,10,15,668.59,customer1154@example.com,3.8
ORD-100951,2023-08-11,Asia Pacific,Groceries,Retail Store,45.76,6,5,253.69,customer951@example.com,4.3
ORD-101104,2023-08-12,Europe,Electronics,Retail Store,88.66,9,0,774.66,customer1104@example.com,3.9
ORD-101390,2023-08-12,Middle East,Apparel,Online,132.75,2,5,244.87,customer1390@example.com,4.6
ORD-100225,2023-08-12,North America,Home & Garden,Retail Store,79.64,14,0,1082.48,customer225@example.com,3.8
ORD-101185,2023-08-13,Europe,Groceries,Online,104.74,12,0,1217.98,customer1185@example.com,4.0
ORD-100238,2023-08-14,Latin America,Sports,Retail Store,66.52,14,5,855.73,customer238@example.com,2.4
ORD-100399,2023-08-15,Asia Pacific,Groceries,Online,33.38,13,20,335.2,customer399@example.com,4.5
ORD-100525,2023-08-15,North America,Apparel,Wholesale,155.96,10,5,1430.56,customer525@example.com,3.6
ORD-100332,2023-08-15,Asia Pacific,Electronics,Wholesale,98.5,5,0,475.51,customer332@example.com,3.7
ORD-101059,2023-08-16,North America,Home & Garden,Marketplace,42.44,3,5,116.59,customer1059@example.com,3.3
ORD-100087,2023-08-17,North America,Apparel,Retail Store,99.58,12,10,1034.72,customer87@example.com,5.0
ORD-100748,2023-08-17,North America,Sports,Marketplace,18.8,3,10,48.83,customer748@example.com,4.0
ORD-101461,2023-08-17,Middle East,Sports,Online,75.87,12,0,875.91,customer1461@example.com,3.8
ORD-101033,2023-08-18,Latin America,Toys,Retail Store,125.38,4,0,481.67,customer1033@example.com,5.0
ORD-100747,2023-08-18,Middle East,Toys,Wholesale,100.46,1,0,96.49,customer747@example.com,3.4
ORD-100446,2023-08-18,Middle East,Home & Garden,Wholesale,37.31,11,15,335.06,customer446@example.com,3.9
ORD-101013,2023-08-18,Middle East,Electronics,Online,31.9,3,5,87.33,customer1013@example.com,3.9
ORD-100987,2023-08-19,Asia Pacific,Groceries,Retail Store,63.29,1,0,60.68,customer987@example.com,3.9
ORD-100308,2023-08-19,Europe,Home & Garden,Marketplace,48.0,11,0,506.25,customer308@example.com,5.0
ORD-100798,2023-08-19,Europe,Sports,Wholesale,111.29,7,5,709.62,customer798@example.com,3.3
ORD-100367,2023-08-19,North America,Sports,Retail Store,73.77,10,0,707.31,customer367@example.com,3.3
ORD-100967,2023-08-20,Europe,Toys,Retail Store,60.04,11,0,632.16,customer967@example.com,4.9
ORD-100337,2023-08-20,Asia Pacific,Electronics,Online,49.36,14,20,529.25,customer337@example.com,4.0
ORD-101176,2023-08-20,Middle East,Home & Garden,Wholesale,78.71,12,10,813.7,customer1176@example.com,
ORD-100553,2023-08-21,Asia Pacific,Groceries,Retail Store,28.99,14,5,368.45,customer553@example.com,3.0
ORD-101438,2023-08-21,Middle East,Electronics,Online,65.31,13,0,811.41,customer1438@example.com,4.1
ORD-100524,2023-08-21,North America,Home & Garden,Marketplace,32.69,14,5,415.47,customer524@example.com,4.9
ORD-100402,2023-08-22,Asia Pacific,Electronics,Marketplace,66.39,8,0,506.8,customer402@example.com,4.6
ORD-101434,2023-08-22,Middle East,Sports,Online,240.1,14,20,2565.86,customer1434@example.com,3.7
ORD-100166,2023-08-23,Europe,Sports,Wholesale,77.97,11,0,817.07,customer166@example.com,4.2
ORD-100594,2023-08-23,North America,Sports,Retail Store,163.26,1,20,124.43,customer594@example.com,5.0
ORD-100320,2023-08-23,Europe,Apparel,Online,166.51,5,15,674.18,customer320@example.com,4.7
ORD-101403,2023-08-24,Europe,Sports,Retail Store,25.57,4,10,87.55,customer1403@example.com,5.0
ORD-100606,2023-08-24,Middle East,Home & Garden,Retail Store,26.85,2,20,40.87,customer606@example.com,3.5
ORD-101248,2023-08-26,Europe,Sports,Marketplace,81.73,14,0,1085.27,customer1248@example.com,
ORD-101387,2023-08-26,Europe,Toys,Marketplace,189.15,13,5,2215.63,customer1387@example.com,5.0
ORD-100065,2023-08-26,Europe,Apparel,Online,54.67,1,15,44.08,customer65@example.com,3.7
ORD-100645,2023-08-28,Europe,Home & Garden,Wholesale,117.41,1,15,94.4,customer645@example.com,4.6
ORD-101094,2023-08-28,Middle East,Toys,Online,57.63,2,0,109.03,customer1094@example.com,3.6
ORD-100631,2023-08-28,Latin America,Apparel,Online,29.18,3,0,82.8,customer631@example.com,5.0
ORD-100253,2023-08-29,Latin America,Home & Garden,Marketplace,76.23,14,5,957.73,customer253@example.com,4.9
ORD-101144,2023-08-30,Latin America,Toys,Retail Store,49.34,14,5,619.07,customer1144@example.com,4.0
ORD-100076,2023-08-30,Middle East,Apparel,Retail Store,13.92,7,10,82.74,customer76@example.com,3.9
ORD-100293,2023-08-31,Europe,Sports,Online,94.78,14,0,1250.17,customer293@example.com,4.0
ORD-100486,2023-09-01,North America,Sports,Online,63.55,1,0,59.81,customer486@example.com,5.0
ORD-101493,2023-09-01,North America,Toys,Retail Store,109.9,4,0,413.7,customer1493@example.com,3.0
ORD-101068,2023-09-01,North America,Home & Garden,Retail Store,55.93,11,15,492.12,customer1068@example.com,4.4
ORD-100737,2023-09-01,Middle East,Toys,Wholesale,29.48,7,5,184.47,customer737@example.com,4.1
ORD-101029,2023-09-01,Asia Pacific,Electronics,Retail Store,54.56,7,5,341.45,customer1029@example.com,3.3
ORD-100370,2023-09-02,Middle East,Home & Garden,Marketplace,148.27,10,15,1184.64,customer370@example.com,4.1
ORD-100168,2023-09-02,Latin America,Groceries,Online,50.76,2,10,85.89,customer168@example.com,4.1
ORD-100626,2023-09-04,Latin America,Electronics,Marketplace,67.05,1,5,59.74,customer626@example.com,4.9
ORD-101141,2023-09-05,Europe,Apparel,Wholesale,66.84,4,10,225.43,customer1141@example.com,5.0
ORD-100198,2023-09-05,North America,Sports,Retail Store,60.21,5,15,239.76,customer198@example.com,4.1
ORD-101175,2023-09-05,Europe,Groceries,Wholesale,74.0,13,0,901.29,customer1175@example.com,3.2
ORD-101159,2023-09-06,Europe,Home & Garden,Retail Store,119.91,4,0,448.93,customer1159@example.com,4.2
ORD-101329,2023-09-07,Latin America,Home & Garden,Wholesale,10.42,11,0,107.18,customer1329@example.com,5.0
ORD-101371,2023-09-08,North America,Toys,Online,60.41,8,15,383.8,customer1371@example.com,4.3
ORD-100990,2023-09-08,North America,Apparel,Wholesale,50.53,9,15,361.12,customer990@example.com,3.3
ORD-100196,2023-09-08,North America,Groceries,Wholesale,32.54,12,0,364.76,customer196@example.com,3.8
ORD-101356,2023-09-09,Latin America,Groceries,Online,175.27,14,10,2061.37,customer1356@example.com,5.0
ORD-101235,2023-09-10,North America,Groceries,Wholesale,45.53,6,0,254.79,customer1235@example.com,2.7
ORD-101406,2023-09-11,Asia Pacific,Groceries,Retail Store,100.35,3,10,252.5,customer1406@example.com,5.0
ORD-100138,2023-09-11,Asia Pacific,Apparel,Retail Store,68.65,4,0,255.92,customer138@example.com,4.4
ORD-101382,2023-09-11,Europe,Electronics,Wholesale,40.72,2,15,64.51,customer1382@example.com,2.9
ORD-100267,2023-09-11,Asia Pacific,Apparel,Online,76.82,2,0,143.19,customer267@example.com,3.2
ORD-101311,2023-09-12,Middle East,Toys,Online,109.44,11,15,952.99,customer1311@example.com,4.2
ORD-101362,2023-09-14,North America,Sports,Online,49.08,1,20,36.52,customer1362@example.com,3.8
ORD-100978,2023-09-14,Europe,Apparel,Retail Store,65.98,13,0,797.79,customer978@example.com,4.3
